emp_no,birth_date,first_name,last_name,gender,hire_date
11014,22-09-1959,Baoqiu,Vecchi,M,23-08-1994
11015,24-01-1965,Jeanna,Riesenhuber,M,29-05-1992
11017,23-11-1959,Jovan,Sanella,F,28-07-1992
11023,08-01-1964,Yifei,Driscoll,M,12-06-1990
11024,17-06-1954,Manton,Collavizza,M,05-04-1995
11026,24-11-1957,Heon,Ossenbruggen,M,08-11-1991
11029,12-07-1962,Georgi,Itzfeldt,M,27-12-1992
11032,19-04-1953,Erez,Schaaf,M,12-03-1992
11033,01-03-1957,Shushma,Bahk,F,02-10-1990
11034,23-10-1961,Moti,Shrader,F,01-01-1993
11035,25-09-1963,Bangqing,Atrawala,M,06-10-1992
11039,04-12-1961,Raimond,Pintelas,F,10-07-1993
11043,04-03-1961,Iara,Range,M,25-06-1993
11044,18-03-1959,Elvia,Cherinka,M,15-11-1990
11046,17-01-1961,Jixiang,Verhaegen,F,21-01-1994
11047,11-03-1959,Heping,Gluchowski,F,19-07-1995
11049,12-02-1963,Gift,Apsitis,F,12-05-1995
11053,30-03-1957,Sampalli,Brobst,M,06-04-1992
11055,10-08-1956,Shaleah,Neiman,M,25-05-1995
11056,24-10-1955,Palash,Speel,F,19-08-1992
11057,13-02-1959,Adly,Vural,M,12-07-1996
11060,30-06-1953,Genevieve,Pokrovskii,F,03-05-1991
11061,11-11-1954,Pintsang,Erni,M,19-02-1993
11062,07-11-1956,Shay,Rettelbach,F,18-10-1990
11063,19-10-1958,Zhenbing,Gente,F,09-01-1996
11064,10-08-1952,Shawna,Vieri,F,28-02-1990
11066,06-11-1954,Shaz,Langford,M,04-10-1995
11071,18-07-1954,Kwan,Sigstam,F,23-05-1992
11074,17-08-1963,Spyrose,Peak,M,23-04-1992
11075,28-10-1954,Karsten,Belinskaya,F,29-10-1996
11076,15-05-1963,Youssef,Schaad,M,09-10-1992
11077,28-01-1953,Hideyuki,Merro,F,10-10-1995
11078,10-12-1959,Beshir,Chenoweth,M,07-01-1990
11079,18-09-1952,Piyush,Garigliano,M,09-10-1993
11082,26-07-1962,Deniz,Fontan,M,01-12-1992
11084,03-07-1955,Greger,Senzako,M,31-05-1990
11087,17-05-1954,Changho,Jayawardene,M,10-10-1994
11089,18-02-1955,Conal,Henders,F,13-08-1994
11091,10-10-1952,Souichi,Ramsay,F,21-01-1992
11092,28-09-1954,Narain,Stamatiou,M,30-03-1992
11094,28-08-1958,Xiaoshan,Ratnaker,F,26-08-1991
11095,31-12-1961,Nathan,Flowers,M,28-05-1994
11098,11-09-1953,Arnd,Covnot,F,02-04-1990
11101,31-10-1961,Manibrata,Horswill,M,26-06-1992
11102,14-03-1959,Bernardo,Carrera,M,03-01-1991
11104,06-05-1961,Hein,Swan,M,20-09-1993
11105,17-12-1956,Holgard,McAlpine,M,13-01-1990
11107,19-06-1958,Martijn,Meriste,F,02-05-1998
11108,15-04-1962,Danae,Grabner,F,12-06-1992
11111,14-07-1954,Udi,Zastre,F,25-12-1994
11115,27-06-1958,Sahrah,Demos,M,03-11-1998
11116,08-06-1960,Sverrir,Milicic,M,23-10-1992
11117,29-06-1958,Bluma,Kavvadias,M,22-08-1994
11119,09-07-1955,Ramzi,Luga,F,21-06-1994
11122,12-08-1964,Aleksandar,Randi,F,08-10-1993
11124,12-07-1963,Gladys,Porenta,M,16-04-1990
11126,08-01-1965,Hideo,Daescu,F,25-02-1992
11127,26-08-1956,Mayumi,Pashtan,M,12-03-1991
11129,17-08-1964,Goncalo,Pulkowski,M,26-10-1993
11130,17-01-1953,Xinyu,Menhoudj,M,07-06-1993
11131,18-02-1964,Weiye,Zambonelli,M,07-07-1993
11132,01-08-1952,Kristin,Harnett,M,30-08-1994
11135,14-09-1958,Xinyu,Mellouli,M,22-10-1991
11140,30-04-1957,Elgin,Gihr,M,04-07-1993
11143,06-03-1955,Yongdong,Rosen,M,09-05-1996
11144,07-12-1954,Carrsten,Heinisuo,M,18-11-1993
11145,14-01-1954,Jinxi,Baak,F,06-02-1990
11147,26-09-1955,Ayonca,Nitsch,M,28-01-1992
11153,01-02-1957,Honglan,Simmen,M,13-02-1990
11155,08-11-1961,Moon,Yetto,F,08-09-1990
11156,13-04-1954,Tomoyuki,Armand,M,07-09-1995
11158,23-02-1952,Masaki,Hagimont,M,20-04-1996
11163,17-11-1957,Djenana,Huttel,M,24-02-1993
11165,07-06-1957,Kolar,Pietrzykowski,M,30-04-1995
11166,27-05-1958,Weiyi,Antonisse,M,04-09-1990
11168,03-05-1953,Shmuel,Tetzlaff,F,15-07-1996
11171,01-12-1961,Yuguang,Passino,F,04-10-1992
11174,14-09-1952,Akhilish,Milicia,M,24-05-1996
11175,30-06-1963,Aksel,Rajaraman,M,15-03-1991
11177,09-04-1954,Chrisa,dAstous,M,05-04-1998
11179,25-06-1960,Kerhong,Veccia,F,31-03-1992
11181,28-05-1952,Hausi,Cullers,M,11-07-1992
11183,26-06-1960,Herbert,Serdy,M,28-12-1990
11185,10-04-1954,Aloys,Baezner,M,26-01-1995
11186,15-07-1953,Kshitij,Stasinski,M,10-12-1994
11189,07-03-1953,Dante,Bodoff,F,07-09-1991
11190,26-09-1960,Saeko,Mellouli,M,06-03-1992
11191,20-10-1963,Pradeep,Crooks,M,28-04-1990
11192,06-09-1952,Apostol,Bahr,M,30-09-1991
11195,04-09-1953,Masanao,Lovengreen,M,13-06-1991
11196,13-05-1958,Gennadi,Breugel,M,17-11-1992
11201,20-05-1952,Jouko,Masaki,M,31-10-1995
11205,05-02-1962,Tayeb,Ebeling,M,23-08-1993
11206,14-07-1954,Steen,Sury,M,07-05-1993
11209,25-06-1964,Xuejun,Penn,M,06-09-1997
11213,19-10-1955,Vugranam,Munoz,F,17-06-1998
11214,03-03-1961,Elgin,Ibel,F,25-11-1991
11215,30-03-1959,Rimon,Sury,F,17-10-1992
11216,22-02-1963,Utz,Perng,M,11-06-1991
11218,03-06-1953,Kirk,Hemaspaandra,M,06-04-1994
11219,20-05-1956,Youpyo,Heuter,M,08-01-1991
11225,25-04-1963,Maria,Schicker,M,11-09-1990
11229,20-10-1953,Gretta,Ramamoorthy,M,26-07-1991
11230,28-12-1956,Yakichi,Tzvieli,M,06-12-1990
11233,08-05-1952,Sanjit,Waschkowski,F,17-06-1991
11234,17-06-1961,Tooru,Vingron,M,21-08-1990
11236,27-01-1963,Marek,Orlowska,M,24-03-1994
11241,23-09-1956,Yolla,Clemencon,M,12-08-1997
11243,14-06-1955,Udi,Desikan,F,08-12-1994
11245,24-03-1960,Jaideep,Pews,F,25-11-1994
11246,16-11-1964,Maik,Reinhart,M,14-01-1992
11247,12-01-1958,Ranga,Rebaine,M,05-02-1993
11248,08-11-1956,Uinam,Tsukuda,M,03-02-1997
11250,15-08-1957,Sverrir,Cusworth,M,30-06-1992
11253,11-09-1952,Koldo,Pokrovskii,M,22-05-1992
11254,14-12-1954,Danel,Rindone,F,19-12-1998
11258,12-10-1953,Aris,Maccarone,F,28-03-1991
11260,11-06-1963,Ingemar,Schade,M,29-09-1993
11262,24-12-1962,Bokyung,Melski,M,30-04-1994
11266,09-08-1955,Florina,Rohrbach,M,04-04-1995
11269,02-04-1962,Garnik,Slutz,M,22-11-1992
11277,17-09-1961,Munehiro,Ritcey,M,18-01-1990
11282,31-01-1964,Josyula,Schaad,M,11-02-1991
11285,23-02-1962,Randy,Koshino,M,03-03-1997
11293,12-10-1958,Naftali,Birge,F,08-08-1992
11297,19-03-1954,Geraldo,Levergood,M,04-12-1990
11298,08-08-1956,Jiong,Alvarado,M,13-12-1991
11300,14-12-1952,Lillian,Fontet,M,10-09-1992
11302,20-06-1955,Shem,Senzako,M,01-07-1991
11304,01-03-1959,Rajmohan,Azadmanesh,F,10-09-1991
11306,01-11-1956,Subhankar,Reeken,M,20-11-1996
11309,28-05-1963,Caolyn,Ranai,M,24-01-1994
11310,01-02-1961,Jianhua,Swab,M,24-11-1991
11311,28-04-1958,Hyuckchul,Bahk,F,15-12-1994
11312,24-11-1956,Shih,Terlouw,F,23-01-1994
11314,28-12-1958,Vasiliy,Jenevein,F,10-04-1990
11315,21-04-1955,Neven,Meriste,M,17-07-1999
11316,02-11-1963,Ult,Farrar,F,18-07-1997
11321,25-06-1959,Heping,Fontan,M,18-03-1995
11323,24-05-1964,Hyuckchul,Pfau,M,13-02-1995
11325,06-02-1952,Samphel,Rossi,F,10-01-1999
11326,15-09-1952,Munenori,Plesums,F,19-02-1990
11327,20-07-1959,Irena,Krohm,M,02-05-1990
11330,21-08-1961,Chriss,Adachi,M,28-06-1990
11335,20-11-1960,Bernd,Plump,M,08-10-1991
11336,25-04-1963,Kazuhisa,Gewali,M,05-06-1998
11337,31-07-1964,Hercules,Brendel,F,20-11-1994
11340,04-12-1952,Aris,Bala,M,11-09-1991
11342,29-12-1959,Xudong,Butner,M,03-02-1998
11344,31-01-1956,Paddy,Gulak,M,10-05-1990
11349,05-09-1953,Yurii,Hammerschmidt,M,27-06-1992
11351,01-01-1957,Kristina,Vasanthakumar,F,20-11-1998
11355,12-09-1962,Shim,Gecsei,M,29-11-1993
11357,25-05-1958,Radoslaw,Azevdeo,M,15-05-1993
11358,21-04-1960,Nevin,Petereit,F,02-06-1990
11366,15-01-1961,Yinlin,Rajaraman,M,09-02-1993
11368,31-07-1959,Gino,Bail,M,06-01-1992
11369,01-10-1961,Alair,Camarinopoulos,F,05-08-1991
11372,04-09-1953,Susanta,Vilarrasa,M,14-05-1993
11374,25-01-1960,Remzi,Matzat,F,12-12-1993
11377,26-01-1960,Dayanand,Rosti,F,18-10-1991
11379,14-10-1961,Guiseppe,Chenoweth,M,24-06-1994
11381,06-09-1960,Shir,Vural,M,12-08-1991
11382,04-04-1962,Akemi,Otillio,M,04-06-1991
11383,22-02-1964,Billur,Herbst,M,18-03-1992
11384,17-12-1962,Jaana,Veccia,F,03-06-1994
11387,18-07-1954,Jordanka,Kalloufi,M,11-05-1997
11390,22-03-1962,Masali,Ambroszkiewicz,M,19-12-1990
11391,26-03-1963,Jouko,Antonakopoulos,M,14-10-1994
11392,27-01-1956,Fatemeh,Reeken,M,12-02-1997
11396,06-02-1955,Anneke,Servieres,F,04-02-1997
11397,01-09-1963,Fumiya,Kisuki,F,12-12-1992
11401,20-12-1952,Huan,Merey,F,15-04-1995
11405,22-09-1960,Clyde,Kobuchi,F,14-04-1993
11407,11-01-1962,Thanasis,Thebaut,M,06-05-1991
11408,13-01-1961,Shahab,Serot,F,28-05-1995
11409,02-05-1958,Martial,Siepmann,F,23-11-1996
11410,27-11-1953,Gro,Vendrig,M,13-07-1997
11411,06-04-1962,Shigehito,Giaccio,F,17-05-1992
11417,20-11-1954,Anneli,Cyne,M,15-05-1990
11418,21-03-1954,Satosi,Cooley,F,27-07-1991
11419,19-07-1957,Leaf,Terkki,M,13-04-1996
11420,30-04-1955,Tsutomu,Lalonde,F,31-01-1992
11422,03-06-1956,Thanasis,Ghalwash,F,04-12-1990
11423,16-09-1954,Guangming,Kopetz,M,14-06-1993
11425,20-11-1955,Renee,Crelier,M,27-08-1990
11427,15-08-1963,Haldun,Iisaka,F,25-02-1994
11428,08-07-1953,Remco,Reinhart,M,31-07-1994
11430,23-01-1957,Georgi,Klassen,M,27-02-1996
11434,14-09-1956,Prodip,Brendel,M,18-10-1992
11436,25-02-1961,Christfried,Lindqvist,M,29-08-1995
11437,18-07-1956,Supot,Vidya,M,12-08-1991
11438,09-04-1959,Morris,Heping,M,17-11-1994
11439,29-09-1957,Fei,Wendorf,M,27-07-1995
11444,17-11-1963,Sangeeta,Leuchs,M,01-01-1992
11445,02-01-1963,Lijie,Denny,M,25-04-1997
11448,19-01-1960,Yolla,Biron,M,26-08-1995
11451,05-05-1955,Eben,Rajaraman,M,20-05-1990
11452,16-01-1953,Shigehito,Luby,F,26-08-1993
11453,18-11-1962,Fei,Lakshmanan,M,13-07-1990
11454,07-08-1961,Yolla,Zedlitz,M,02-01-1990
11455,13-10-1959,Jianhui,Wolniewicz,M,14-08-1994
11456,21-07-1958,Anyuan,Seuren,F,05-12-1998
11457,06-02-1959,Marl,Vesna,M,10-02-1991
11460,19-11-1955,Mana,Maraist,M,14-03-1992
11462,28-01-1959,Chikara,Maginnis,M,27-04-1990
11463,06-08-1960,Rajmohan,Kamber,F,17-05-1992
11464,22-10-1962,Boutros,Simkin,M,30-05-1992
11467,21-11-1958,Seshu,Bazelow,F,16-06-1993
11468,02-12-1955,Navin,Maksimenko,F,19-03-1996
11470,11-10-1962,Khalid,Michaels,M,26-11-1991
11472,18-04-1961,Constantino,Ghandeharizadeh,M,30-04-1990
11474,17-04-1953,Gennady,Akazan,M,26-07-1990
11475,25-04-1957,Dekang,Siegrist,F,04-08-1997
11476,20-06-1954,Manton,Yoshizawa,F,15-01-1994
11478,18-03-1962,Nidapan,Ginneken,M,29-08-1993
11479,02-12-1953,Shridhar,Pleszkun,M,23-08-1998
11480,13-09-1960,Masoud,Itschner,F,13-03-1990
11482,16-10-1964,Uri,Deverell,F,03-04-1991
11483,30-01-1959,Zine,Mateescu,M,02-12-1993
11484,08-04-1959,Holgard,Siepmann,M,22-01-1995
11485,27-06-1959,Nahid,Khalil,M,04-10-1991
11487,11-07-1963,Arumugam,Cairo,M,09-07-1993
11490,10-09-1957,Bedir,Osgood,M,28-04-1990
11492,02-07-1962,Menkae,Mikschl,F,15-03-1994
11493,13-02-1957,Shen,Sevcikova,M,22-07-1995
11494,27-07-1959,Neelam,Kabayashi,F,14-02-1991
11497,20-01-1957,Bodh,Brodie,F,30-04-1992
11498,21-07-1957,Shigenori,Rabehasaina,M,19-01-1994
11500,06-11-1960,Ranan,Weedon,M,07-05-1991
11502,24-03-1959,Zhaofang,Cochrane,M,04-06-1991
11503,01-08-1953,Nathan,Picht,F,25-01-1993
11504,16-06-1962,Saeed,Ananiadou,F,30-09-1990
11507,27-01-1956,Kristian,Cangellaris,M,19-05-1994
11510,12-11-1957,Masamitsu,Wursthorn,M,28-07-1996
11511,02-06-1964,Arlette,Mikschl,M,06-09-1991
11516,06-01-1958,Hironoby,Sethi,M,26-07-1992
11520,01-01-1958,Pranas,Jervis,F,20-11-1991
11521,14-06-1952,Eldridge,Eastman,F,17-10-1995
11522,24-05-1957,Yishay,Peris,M,26-10-1991
11523,25-01-1953,Yuguang,Pezzoli,F,23-12-1992
11526,19-04-1954,Tonny,Impagliazzo,M,23-02-1992
11531,08-09-1952,Radhika,Motley,M,27-02-1990
11532,01-03-1958,Shahab,Cromarty,M,01-12-1991
11533,30-10-1953,Vitaly,Lorch,M,20-08-1991
11536,07-10-1959,Mahmut,Pintelas,F,06-09-1991
11539,17-12-1957,Yechiam,Zaumen,M,15-05-1993
11540,26-01-1954,Chanjung,Portugali,M,09-02-1993
11541,25-05-1957,Chinhyun,Coombs,F,05-04-1990
11544,05-09-1964,Elzbieta,Thimonier,F,02-03-1993
11547,30-03-1960,Kyoichi,Flexer,F,18-01-1991
11550,27-08-1962,Divine,Georgakopoulos,M,16-12-1997
11553,14-01-1960,Toshimitsu,Aloia,M,21-01-1991
11557,22-12-1959,Candido,Pesch,F,18-08-1998
11558,20-06-1959,Sungwon,Hofting,M,18-09-1996
11559,08-06-1961,Jaihie,Nollmann,F,17-12-1990
11573,18-12-1952,Pranas,Hutton,F,04-02-1990
11575,22-02-1955,Godehard,Plotkin,F,19-12-1991
11577,11-01-1953,Mayumi,Deyuan,M,23-09-1992
11581,12-04-1953,Patricio,Rosenbaum,F,13-11-1992
11582,21-08-1961,Willard,Baar,M,08-04-1990
11585,28-05-1959,Chaitali,Vandervoorde,M,13-10-1994
11586,02-08-1963,Shridhar,Orsini,M,09-09-1997
11589,10-01-1955,Gina,Plessier,F,23-02-1994
11590,12-10-1961,Adel,Eppinger,M,26-06-1997
11592,21-09-1956,Hilary,Nishimukai,M,14-12-1991
11594,30-01-1962,Pradeep,Butner,M,28-05-1991
11595,26-02-1953,Takanari,Kamber,M,23-01-1992
11596,22-12-1952,Yannik,Gunderson,F,21-11-1993
11597,10-04-1955,Yongdong,Talmon,M,01-02-1990
11598,07-06-1964,Sariel,Ertl,M,02-04-1994
11601,17-11-1958,Erez,Ritzmann,M,07-04-1990
11602,09-08-1953,Somnath,Malabarba,M,21-06-1993
11604,11-07-1962,Deborah,Baar,M,11-12-1990
11606,05-11-1952,Perry,Pepe,M,07-01-1994
11609,27-08-1964,Sigeru,Marrakchi,M,03-08-1991
11612,15-01-1962,Siamak,Baar,F,10-12-1990
11616,12-07-1954,Zhilian,Brendel,F,15-01-1991
11618,08-02-1964,Gian,Juneja,F,14-01-1991
11619,14-08-1958,Taiji,Ozeki,F,01-09-1992
11622,14-10-1962,Moon,Ginneken,M,09-11-1990
11623,18-03-1964,Becky,Jullig,M,05-03-1990
11627,24-09-1964,Zeljko,Schreiter,M,01-11-1991
11630,21-03-1960,Heekeun,Ballarin,M,15-12-1996
11631,18-11-1960,Kristin,Malinowski,M,14-04-1992
11632,15-01-1956,Baoqiu,Bach,M,29-12-1990
11633,09-06-1959,Kazuyasu,Teitelbaum,F,27-08-1991
11634,19-02-1961,Turgut,Fraisse,M,25-08-1994
11636,16-06-1955,Fumitaka,Shiratori,M,16-11-1992
11641,13-10-1955,Chikako,Rothenberg,M,01-07-1990
11642,23-06-1956,Dmitri,Verhoeff,M,01-12-1991
11643,09-12-1957,Gila,Redmiles,M,17-12-1993
11644,08-04-1952,Sanjit,Zaiane,F,28-01-1991
11646,22-06-1953,Lobel,Rubsam,M,11-06-1992
11648,26-09-1959,Gill,Ponthieu,M,15-02-1992
11649,07-10-1954,Shen,Bernardinello,F,05-02-1991
11650,16-11-1959,Arra,Luiz,M,13-01-1994
11653,06-05-1963,Mohammed,Ananiadou,F,26-02-1993
11656,08-01-1963,Aimee,Muniz,F,10-03-1992
11658,13-04-1961,Hongzue,Streng,M,03-01-1992
11661,05-02-1963,Candida,Moffat,M,24-08-1995
11664,27-08-1955,Oksana,Brizzi,F,07-09-1990
11667,15-05-1955,Kristian,Marchegay,F,08-09-1990
11677,19-02-1958,Shooichi,Luit,F,12-09-1991
11679,23-12-1960,Bedrich,Denna,M,02-01-1991
11680,23-04-1958,Aral,Iwayama,M,13-05-1990
11683,14-05-1956,Mayumi,Chartres,F,11-02-1990
11685,27-02-1958,Ulf,Erde,M,10-09-1992
11688,04-09-1958,Denis,Coullard,F,29-10-1994
11690,10-11-1953,Domenick,Raczkowsky,M,23-09-1997
11697,20-12-1957,JoAnne,Merey,F,06-11-1999
11698,10-04-1959,Arun,Azevdeo,M,28-06-1991
11699,17-12-1958,Fumiya,Desikan,M,20-01-1994
11704,09-11-1964,Naftali,Baalen,M,27-02-1992
11706,17-06-1961,Tesuya,Remmers,M,02-02-1996
11708,22-12-1953,Chenye,Angot,F,18-09-1992
11712,17-07-1961,Mohua,Lyonns,M,06-11-1992
11713,27-02-1952,Danel,Heusch,M,04-10-1994
11717,11-06-1956,Mona,Chaudhury,F,10-09-1990
11718,31-07-1956,Richard,Marshall,F,11-08-1996
11720,10-08-1957,Abdulla,Heusch,F,24-08-1990
11721,22-02-1961,Xuejun,Heydon,F,30-11-1990
11722,08-08-1957,Atreyi,Sudbeck,F,18-12-1997
11723,22-12-1962,Halsur,Bauknecht,F,26-09-1992
11726,18-04-1960,Eldridge,Reghbati,M,29-05-1990
11727,12-12-1961,Baziley,Felcyn,M,07-03-1992
11729,12-04-1957,Xiong,Engberts,M,20-05-1993
11730,20-08-1959,Tzu,Delaune,M,10-10-1997
11731,07-04-1961,Fumitaka,Gargeya,M,23-12-1993
11733,25-05-1954,Leszek,Sudbeck,F,12-01-1992
11734,28-07-1963,Ramya,Baezner,F,30-04-1990
11736,21-08-1953,Shugo,Uchoa,M,25-03-1990
11737,17-07-1952,Martina,Garnier,M,11-07-1995
11742,15-03-1957,Vasilis,Narwekar,F,12-04-1996
11743,05-04-1956,Clyde,Huttel,F,17-04-1996
11748,07-03-1953,Lihong,Massonet,M,20-12-1992
11750,16-08-1956,Mong,Dalphin,F,07-08-1993
11752,11-11-1964,Bingning,Etalle,M,10-11-1992
11754,18-05-1958,Malu,Magliocco,F,23-08-1999
11755,16-08-1954,Zhenbing,Karner,F,05-12-1990
11756,24-02-1955,Abdelwaheb,Vakili,M,17-10-1996
11758,27-01-1958,Jinpo,Gerlach,M,03-10-1993
11761,17-07-1964,Bartek,Aamodt,M,12-06-1991
11762,17-05-1958,Kerhong,Greibach,M,10-05-1992
11763,19-08-1953,Yuriy,Liesche,F,08-11-1996
11765,17-08-1955,Zorica,Junet,F,04-07-1991
11770,26-08-1955,Arumugam,Jakobus,F,29-11-1992
11774,11-07-1954,Aron,Wroclawski,M,30-12-1997
11777,17-12-1962,Mayumi,Cooley,M,12-12-1990
11778,23-04-1953,Dhritiman,Fontan,F,28-12-1992
11779,07-06-1952,Shunichi,Thombley,M,06-05-1990
11782,02-04-1962,Tesuro,Lanzelotte,M,01-02-1991
11783,19-06-1959,Mihalis,Macedo,F,14-07-1994
11784,15-01-1958,Sastry,Bael,M,07-12-1995
11786,12-11-1963,Sarita,Birch,M,14-04-1995
11791,07-11-1955,Gal,Mamelak,F,15-11-1994
11793,13-08-1960,Barun,Harllee,M,06-06-1996
11795,15-12-1960,Herbert,Erman,F,24-03-1992
11800,09-12-1958,Aamer,Fraisse,M,08-08-1990
11801,22-11-1953,Tommaso,Dayang,M,05-09-1990
11803,10-12-1957,Arnd,Perko,F,25-03-1993
11806,26-01-1962,Shan,Leivant,M,02-04-1996
11807,25-12-1955,Chriss,Binding,F,11-07-1992
11811,05-07-1953,Herb,Boissier,M,28-03-1992
11814,16-09-1954,Manohar,Shinomoto,F,08-06-1993
11816,26-04-1964,Masako,Besselaar,M,05-08-1991
11820,26-11-1961,Danil,Badache,M,20-06-1993
11821,18-10-1954,Mary,Piazza,F,13-12-1995
11823,25-09-1954,Weiyi,Iacovou,M,23-10-1995
11824,05-01-1960,Zhensheng,Karcich,M,09-10-1993
11827,07-02-1956,Gretta,Rando,M,09-09-1991
11829,01-08-1952,Chaosheng,Pettis,F,17-02-1999
11831,23-10-1963,Udaiprakash,Billingsley,M,18-07-1993
11834,20-05-1962,Mana,Wegerle,F,04-04-1990
11835,13-09-1961,Arnould,Hofman,F,24-02-1990
11837,26-03-1957,Shigeaki,Sury,F,15-06-1990
11841,21-04-1955,Elvia,Bugrara,M,07-09-1992
11842,31-03-1954,Moto,Piazza,M,11-12-1991
11845,28-08-1957,Lein,Validov,F,23-07-1991
11846,24-04-1954,Fai,Perly,F,21-11-1993
11847,05-03-1954,Tzvetan,Brandsma,F,13-01-1996
11848,19-09-1958,Amabile,Haumacher,M,24-11-1993
11849,06-05-1958,Chenye,Homond,M,27-08-1991
11850,23-10-1964,Bikash,Maginnis,M,10-02-1991
11851,28-12-1961,Suvo,Copas,M,04-05-1991
11854,11-02-1959,Fabrizio,Gire,F,30-06-1992
11855,15-07-1960,Hilari,Janetzko,F,24-12-1991
11860,29-07-1964,Chriss,DeMori,F,04-10-1992
11861,12-03-1962,Vincent,Claffy,F,28-05-1990
11862,25-01-1954,Alejandra,Deville,M,20-01-1993
11865,08-01-1957,Kasturi,Rodham,M,24-05-1994
11869,14-09-1955,Fumino,Luca,F,12-08-1996
11873,09-08-1960,Venkatesan,Reeken,F,14-11-1998
11874,30-10-1956,Baoqiu,Motley,M,27-07-1995
11875,13-02-1959,Luisa,Sambasivam,F,25-07-1992
11876,17-09-1954,Leszek,Kobuchi,M,08-06-1991
11877,15-06-1953,Heng,Sudkamp,F,27-01-1994
11878,06-10-1960,Oldrich,Henders,F,20-03-1990
11880,22-08-1960,Akeel,Esposito,F,31-01-1993
11881,06-08-1952,Arra,Staelin,M,08-04-1990
11882,09-09-1960,Zhonghua,Manders,F,18-09-1991
11884,10-04-1963,Patricia,Moehrke,M,18-06-1998
11885,20-05-1962,Sandeepan,Velasco,M,10-03-1990
11886,26-12-1957,Snehasis,Veevers,M,02-10-1994
11887,25-05-1957,Marke,Kragelund,M,17-10-1994
11888,05-04-1952,Badri,Azulay,M,28-11-1994
11889,11-06-1956,Guiseppe,Baez,M,25-12-1996
11890,23-10-1959,Remmert,Kirkerud,M,09-02-1990
11891,16-06-1960,Hyuncheol,Bail,M,20-03-1991
11892,01-09-1960,Tesuro,Lorys,M,09-08-1993
11893,06-07-1959,Vitali,Zobel,M,11-11-1995
11895,09-05-1964,Flemming,Schreiter,M,29-01-1990
11896,14-06-1953,Shaunak,Benzmuller,M,04-07-1990
11899,07-10-1961,Bodh,Munke,M,30-12-1995
11900,06-04-1961,Tse,Ermel,M,26-05-1990
11903,02-01-1961,Aiichiro,Vilarrasa,M,09-12-1990
11904,05-07-1962,DeForest,Flasterstein,M,06-06-1993
11907,02-08-1958,Takahito,Cromarty,M,27-02-1992
11910,23-09-1961,Tamiya,Luders,F,12-09-1992
11911,08-07-1952,Ashish,Mondadori,M,05-06-1990
11917,26-03-1955,Jiakeng,VanScheik,F,10-09-1995
11919,20-01-1959,Hyuncheol,Hedayat,F,28-10-1990
11923,17-07-1957,Breannda,Gustavson,F,04-07-1994
11924,19-03-1963,Hirochika,Worfolk,M,17-06-1991
11925,15-04-1956,Feiyu,Pashtan,M,02-06-1996
11926,06-04-1955,Leni,Felcyn,F,18-09-1998
11928,01-09-1959,Mang,Wroclawski,M,24-06-1992
11930,03-01-1962,Shai,Radivojevic,F,14-01-1991
11934,06-11-1958,Diederik,Deville,M,03-11-1993
11935,23-03-1963,Aamer,Jayawardene,M,26-10-1996
11936,18-11-1956,Oddvar,Jonsson,F,26-05-1993
11937,30-12-1961,Zissis,Baba,M,19-04-1996
11938,14-01-1954,Aruna,Verspoor,M,15-07-1994
11939,25-10-1954,Chinhyun,Basart,F,14-08-1992
11940,24-06-1954,Ult,Anido,F,02-11-1996
11943,17-06-1957,Ramalingam,Chachaty,F,26-01-1992
11944,15-05-1952,Along,Aumann,M,14-06-1991
11945,17-02-1952,Limsoon,Marakhovsky,F,22-07-1991
11946,21-01-1959,Charlene,Maraist,F,29-05-1992
11947,27-10-1957,Kiyomitsu,Lortz,M,24-10-1995
11948,21-02-1952,Yahiko,Nergos,F,12-01-1990
11952,11-04-1956,Mayuko,Munro,F,19-12-1995
11956,31-03-1958,Mokhtar,Maccarone,M,15-08-1991
11957,13-06-1958,Frederique,Radivojevic,F,02-04-1992
11959,14-02-1962,Duro,Pettis,M,03-04-1991
11961,01-10-1957,Sumant,Birdsall,F,26-06-1997
11964,07-01-1962,Tzu,Norsworthy,F,25-09-1994
11965,03-12-1954,Arup,Morrey,M,20-03-1990
11968,13-08-1964,Mitchel,Dayang,M,15-02-1993
11969,27-08-1957,Sibyl,Lorcy,M,27-09-1994
11972,01-10-1954,Sibyl,Beausoleil,F,07-10-1990
11975,04-03-1956,Ger,Moehrke,M,24-03-1991
11979,09-10-1962,Abdulah,Akazan,F,08-09-1994
11980,03-07-1955,Yechezkel,Pews,M,20-01-1992
11981,11-04-1964,LiMin,Horswill,M,14-09-1990
11984,04-06-1962,Vasilii,Luit,F,15-02-1990
11986,12-01-1963,Reinhard,Azuma,M,06-08-1991
11994,11-02-1953,Sigeru,Fiebach,F,11-11-1993
11996,25-01-1957,Ayakannu,Junot,M,21-01-1994
11997,19-06-1954,Heon,Mawatari,F,03-11-1995
11998,09-04-1958,Conal,Juneja,M,16-12-1991
12002,17-09-1959,Seongbae,Kavraki,M,14-10-1994
12003,15-04-1961,Luise,McFarlan,M,20-11-1992
12005,27-07-1958,Shir,DuCasse,M,30-03-1993
12008,13-09-1953,Frederique,Zykh,F,07-08-1991
12009,26-09-1963,Sariel,Stifter,M,28-11-1994
12012,06-07-1961,Syozo,Zolotykh,F,14-01-1993
12013,09-09-1960,Baziley,Vidya,F,06-08-1990
